4158 13422
1018 3922 81
1946 2958 61
1467 3253 27
338 3483 38
1677 3558 22
302 2626 53
1063 2995 17
1187 3318 52
353 989 5
2350 2961 36
1187 1237 75
2022 3723 22
2550 3315 54
1537 3577 5
1177 3191 83
486 2251 82
1656 3578 11
1809 2138 74
1553 3714 30
2004 4011 60
2534 2545 68
1236 3273 6
933 2910 42
1992 2403 52
985 4080 44
3054 3318 29
2516 3583 56
3482 3594 89
1226 1945 20
228 352 1
739 2759 61
3315 3418 20
1043 1674 40
2276 3418 11
424 426 35
529 3387 27
2245 3565 49
1113 2821 9
1176 1188 1
315 1044 62
2448 2518 43
2399 2744 66
3120 3271 76
1780 3305 14
740 1376 81
4003 4020 82
6 2250 85
2125 2248 40
157 1030 26
1400 3465 54
878 2522 41
1073 2263 83
1137 1295 11
2290 2369 12
5 2953 5
1523 2173 3
40 1468 45
874 2411 30
598 1009 40
3387 3487 25
311 2906 92
1721 3966 22
424 2081 70
952 1524 69
2899 3936 30
2050 3633 60
2759 3074 36
1815 2752 98
2254 2413 44
2164 2210 3
3613 3714 90
2220 3330 79
1968 4152 41
3172 3486 43
706 1535 30
529 3613 69
3154 3683 34
89 1468 64
453 3695 7
600 1348 65
1590 2333 100
302 3125 36
1443 1936 94
533 4143 3
1506 2091 82
379 3572 22
193 1600 32
1356 2686 47
518 1051 74
2320 3091 16
2075 3418 80
405 2776 96
1203 2173 83
2066 3728 71
557 2241 13
2782 3915 46
618 1914 45
1048 2233 98
215 1272 38
1419 3653 39
2927 4042 100
2380 3784 57
1831 2865 15
3448 3558 23
195 1967 33
1376 1513 26
2798 3783 98
928 2459 20
250 2753 100
3764 4046 15
2732 2765 46
3138 3827 86
2753 3663 63
1394 2776 55
2714 2957 52
5 117 93
2929 3110 18
407 2280 26
1002 3347 10
3272 3500 81
1546 1722 49
2048 2453 38
1942 2211 38
595 1209 47
65 3876 56
1784 2679 96
2192 4129 94
59 2963 49
788 3132 21
3123 3168 18
1709 3766 50
3249 3889 81
1714 2666 5
5 1973 45
374 993 24
1 2404 48
2861 4060 60
1660 3465 14
1677 2049 69
87 281 23
145 4104 12
3165 4006 66
1203 2229 35
706 3168 91
100 3768 5
670 4075 94
1954 2875 98
838 2720 67
345 999 27
470 1266 41
3146 3520 15
153 3723 83
3174 3283 54
303 1542 56
2247 3081 83
2247 2321 63
887 932 90
1383 1595 37
3641 3691 67
1760 2378 35
2993 3611 19
1940 3901 6
423 3881 39
1900 3868 5
1059 1777 87
1277 3074 94
2428 3888 13
2982 3313 12
786 1106 17
54 2328 99
1812 2890 51
724 3061 30
2844 2912 17
2094 2771 70
2457 4015 71
707 3916 38
3231 3971 17
1348 3894 35
633 926 14
2638 2917 16
3668 4086 19
258 638 93
1770 3939 82
3305 3648 20
932 2101 58
432 471 48
1483 3152 6
34 2996 35
1527 1572 10
716 2036 57
979 2760 18
2211 2753 91
1571 2518 56
2579 3091 45
1213 2199 35
77 2416 8
1039 3022 32
2999 3989 31
1592 3653 2
941 3794 18
1064 3653 34
1378 2345 32
2821 3897 49
1433 1938 18
103 1600 42
3095 4015 49
1230 3915 34
1506 2192 99
1051 2783 41
426 1113 76
1009 2782 22
190 2069 12
3244 3441 10
1923 3714 100
2160 3059 12
1485 1945 49
605 3510 74
2936 2964 53
645 2158 30
2634 3111 90
528 3149 50
997 3780 16
2751 2931 57
40 1436 1
43 2996 14
1593 2212 36
1181 2923 51
616 705 30
679 3851 65
623 3192 26
2867 3925 51
442 932 95
1883 3337 51
1788 3551 44
1167 1180 86
335 799 17
1994 3154 81
1709 2204 96
753 2977 1
739 3653 59
2800 2842 63
925 1722 98
664 2523 24
737 3283 7
89 1436 20
221 1828 76
1942 3297 100
3691 3824 78
426 2091 2
1191 3093 51
352 541 58
387 2398 12
1943 2173 23
2284 2334 31
1767 4076 18
105 3791 51
3487 4011 33
227 1192 50
1103 2753 43
1435 3111 21
123 394 60
1599 3488 14
41 579 63
1455 1801 71
619 792 2
3917 3935 71
171 2645 15
1160 2995 24
518 3557 76
3903 3934 20
1996 3943 56
815 3125 39
1783 3074 80
3075 3844 22
1616 3789 58
2643 4078 8
1226 1485 100
1338 1900 27
595 3897 43
1331 2033 71
1950 2136 11
1470 3592 83
153 4113 13
605 1018 10
88 1099 60
1958 3325 72
1334 2728 79
75 619 97
419 3747 37
382 1230 1
2256 3538 31
824 1335 88
3671 4015 5
201 1506 82
436 3714 3
1946 2128 51
686 3264 3
2885 2892 48
2466 3688 91
569 3762 42
878 3851 34
44 1371 20
249 3844 16
547 3593 87
1531 2109 63
66 3613 16
642 1645 16
4085 4089 97
153 2022 66
690 3938 85
3124 3357 62
2013 2251 19
1738 3429 20
1659 1796 10
2984 3387 32
1025 2685 69
2063 3800 2
866 1111 82
470 2276 11
228 1446 99
1341 3017 9
816 993 26
1780 3560 49
1527 3405 71
1145 3503 95
91 3965 75
129 258 34
350 3283 10
366 1616 67
1616 3123 36
1087 1364 34
147 1370 96
1603 2709 95
1328 2060 37
795 1273 35
2114 3844 31
2819 3305 23
387 2290 76
2281 4015 15
2398 3916 59
1994 3074 21
569 3945 53
3074 3400 43
182 2684 19
1268 2195 72
556 2398 51
520 1792 33
1783 2759 25
1074 2862 97
2163 3601 19
1946 2890 5
963 2565 7
1799 3010 88
382 2743 22
832 1506 43
2759 3653 79
2741 3126 62
405 2867 43
585 3769 57
1006 1771 42
2984 3613 74
3141 3285 65
63 2828 78
515 3420 54
800 1690 79
2138 3955 62
3061 3964 28
927 2026 28
1616 2357 14
1740 3958 75
383 840 2
2162 3657 40
3547 3898 72
1034 3560 23
1942 2004 19
426 2192 19
707 2998 32
97 3714 94
2091 2168 26
298 3903 38
1182 2296 23
1394 2867 2
6 3714 73
267 3137 55
2510 2710 29
668 3185 2
1108 2340 77
366 1048 11
1200 3781 26
1448 1739 100
529 2386 10
1064 1531 60
679 2752 82
1051 4129 23
2251 2305 15
1203 2092 6
3350 4102 33
72 2923 72
182 1867 30
1059 3762 32
66 2977 4
941 1191 67
1412 1894 19
1433 1437 1
1573 3415 67
311 1981 67
673 3613 33
1356 2978 11
3503 4061 79
15 1616 86
240 2813 10
2369 3126 30
1741 3927 79
1512 2220 61
1759 3206 80
1421 3816 72
816 2476 37
2749 3897 17
2472 3431 8
2562 3387 50
917 2753 77
1617 2164 64
1031 3971 17
712 1353 22
1923 3347 61
763 1080 62
405 3287 83
720 2522 43
1994 2759 66
789 3135 3
2336 3844 13
1192 2247 100
589 3677 17
2036 3124 73
87 2155 81
1356 2217 74
267 2363 97
2278 3555 2
1739 2040 38
2428 3723 8
340 2172 13
1518 1768 63
864 2637 62
2496 4028 1
78 2173 8
1169 2280 48
2109 3482 22
1394 3287 42
997 2637 85
2410 3126 1
1078 2016 39
716 3335 40
681 1593 41
1051 2821 87
201 2192 44
3125 3581 1
399 1363 89
969 3122 62
389 635 3
1984 2650 3
909 3887 7
1942 3418 57
854 1936 35
2035 2220 74
2500 3579 92
3087 3318 52
1048 3442 51
3808 4005 82
250 1419 22
1059 3603 29
2545 2731 71
879 1441 95
895 2845 59
1233 3724 80
46 1346 57
1427 1766 8
198 2286 49
3207 3387 45
1524 3601 10
3126 3917 44
1506 2783 46
4066 4087 74
301 3595 95
1529 1699 31
2210 3458 45
223 2367 1
1009 1041 25
2837 3106 98
1783 3951 89
1872 2710 51
2319 3832 82
1080 1974 87
1378 2067 6
4128 4135 12
1800 3953 50
444 3231 40
600 1009 2
551 557 99
3556 4030 95
1685 3685 29
189 1250 58
354 3989 36
2518 3211 94
528 976 9
157 3935 11
528 3577 26
859 1011 65
436 3347 64
1958 3818 53
1546 3400 75
2136 3885 10
775 3048 90
3 3016 14
1834 3757 72
3601 3850 30
903 965 47
2741 3917 9
3207 3759 69
707 2744 14
486 2301 32
210 1409 12
2856 3625 10
393 484 60
2004 3387 52
134 3933 64
2276 3613 26
1488 1689 90
648 3569 10
645 1167 83
1754 2921 80
2355 3246 36
267 2282 20
227 2496 18
1939 3936 70
2398 2998 53
573 2956 64
120 401 86
153 1867 31
1748 2276 29
54 462 77
2723 3273 3
2192 2903 52
705 2856 56
1921 2124 8
2373 3498 78
792 3024 9
3155 3594 52
94 2294 61
1832 1883 52
2560 3081 86
1946 2463 46
314 2820 23
1492 3613 22
1958 3479 90
2369 3917 77
2280 2320 69
2635 2643 65
250 1759 2
2281 3671 67
736 2669 38
999 2986 80
2004 3613 94
432 2220 81
650 844 47
1421 1524 8
93 3277 41
3425 4045 89
2965 3767 3
436 1513 86
1010 3029 52
497 2992 20
1039 2756 10
2294 3063 34
2250 3174 57
408 3597 46
154 2483 34
742 3195 66
975 3702 8
97 3347 55
1715 3494 12
2386 3074 73
3120 3874 27
6 3347 34
555 2002 88
1367 2513 47
1419 4011 25
679 4115 53
1583 3159 25
352 836 73
662 4060 91
318 2824 15
198 3386 49
2410 3917 48
1082 3127 50
1191 3214 8
1044 2794 11
1553 2984 20
407 1535 61
3685 4052 68
746 3498 41
3352 3483 72
2280 2560 49
587 2266 68
2321 3081 77
1266 4079 38
105 1165 9
3027 3123 77
513 2358 38
572 1031 8
3313 3750 2
2276 2977 14
1261 3713 61
2123 3729 55
1638 3480 87
737 1942 10
1537 2802 30
1614 3809 36
1103 2004 10
847 3288 2
2744 3935 8
1635 2053 35
1468 3941 54
1407 1780 26
1655 4081 31
1436 1541 62
346 956 27
665 2164 52
2498 2918 93
3125 3196 56
1257 3056 68
2213 3637 81
1180 2974 87
2453 2723 83
169 626 30
1274 2910 13
2417 3189 89
335 1078 60
575 2061 11
189 2024 16
2819 3560 58
1613 4156 4
1023 2528 38
1266 1553 96
1400 2137 78
2723 3874 20
1909 3346 10
426 2783 66
1994 3653 64
431 1203 61
2518 3871 14
1187 3312 50
2327 2436 98
970 3618 25
2468 3139 20
2492 3806 3
2467 3580 86
823 2410 32
1506 4129 28
557 3154 34
2898 3179 30
1759 2250 28
2386 2759 18
1012 1410 91
2241 2680 80
2186 3558 1
3054 3312 27
1252 1840 41
1512 2605 6
2398 2744 35
735 2628 10
1531 3962 64
192 3407 20
11 2680 50
1399 1481 95
2843 3770 72
205 2460 24
2767 2996 58
3502 3905 96
1091 2057 39
3477 3612 40
843 1382 76
1999 2780 78
1031 1160 30
407 3168 22
2022 2801 48
1467 3597 75
656 1400 85
2355 3541 51
978 2731 94
65 2723 55
1675 1725 99
778 2776 59
2884 3131 80
462 1606 73
1946 3844 23
325 2157 93
1592 4011 88
891 942 84
1064 4011 20
595 2782 88
317 576 68
3053 3154 10
117 3283 87
44 3578 39
201 600 80
1127 2603 37
44 472 37
2531 3642 24
862 863 42
471 1352 34
1506 2821 92
201 2783 91
1103 1759 45
1627 3827 45
2356 3502 19
2450 2515 54
1705 3176 96
1286 2583 26
189 2977 17
3729 4030 58
2751 3865 35
2821 3915 55
2685 3433 45
673 2386 74
598 1506 89
366 2233 56
2138 3531 54
1368 3903 8
2341 3367 59
739 4011 45
1475 3260 94
1379 2338 44
2303 3120 82
2809 2918 34
85 1665 89
693 2104 100
894 1760 83
1766 3406 97
1226 3027 14
816 3969 18
1128 4024 25
3294 3599 46
593 2672 56
3286 3538 61
741 1023 11
823 2897 11
328 877 26
3693 4030 42
1183 1456 74
1249 3021 25
3337 3810 66
1667 2913 47
2128 2558 3
1194 2182 57
2518 4054 25
2305 3483 15
1942 3987 30
2138 3415 82
2983 3164 10
642 1360 71
1078 3731 94
1327 3973 27
590 2251 6
775 2173 15
523 835 57
218 445 72
2912 2970 11
2169 2320 28
849 2173 9
447 3241 3
2560 2867 48
286 429 8
619 3041 35
973 2036 24
432 953 42
2098 3788 83
2280 2906 31
861 1901 57
383 3534 100
2753 3174 50
2881 3059 63
495 1086 56
3020 3284 97
510 2237 88
1274 3606 45
2094 2160 83
1895 2751 61
1024 2320 33
324 2521 50
1367 1407 45
1783 2211 9
1514 1951 50
527 3500 86
595 3915 49
3347 3663 77
1781 2775 35
1033 1971 79
1051 2903 81
2039 2947 57
484 2490 83
1770 2268 75
1107 3933 27
274 2638 89
2259 2432 22
121 1064 88
44 3837 42
2481 2943 91
2281 2758 46
538 2222 1
338 2251 94
2248 3989 50
3487 3613 67
2516 3374 3
374 3559 46
529 1266 70
2278 2549 100
230 480 39
2068 2890 87
468 4079 100
2228 2817 6
1173 2238 58
426 4129 48
2013 2301 69
332 2945 6
518 2081 84
2749 2782 62
1593 2686 94
2126 4035 50
2580 4134 7
436 1356 17
127 2676 78
1099 3290 48
794 2932 7
2560 3287 88
774 2368 99
195 1868 50
1869 3815 43
1810 3411 46
2276 2386 67
270 2031 46
3399 4049 51
2953 3347 91
3691 3754 88
2701 3634 58
342 2371 58
673 1423 3
430 3728 55
2759 4011 65
882 3120 31
3407 3613 87
5 3283 15
1571 1893 31
424 2168 49
974 1384 71
1048 3789 50
746 2373 16
532 2189 54
320 1568 25
3635 3783 45
405 3288 100
724 4105 78
479 2282 92
2455 3930 64
85 3354 2
598 2192 51
472 2554 99
1979 3727 57
2113 4100 52
2659 3679 21
1780 3271 36
1714 2760 3
1171 3945 15
2233 3123 63
2386 3653 16
1237 1777 5
2407 3077 75
2004 2386 35
1031 3352 94
1099 2961 55
36 3661 2
1946 3836 87
44 2250 63
1553 2276 84
1394 3288 59
317 3303 27
1987 2072 70
1950 3885 44
753 1266 14
483 3429 15
2867 3287 5
475 707 93
1176 3632 49
1722 3273 72
1274 3683 54
2362 2537 100
3300 3387 28
1192 2280 61
2724 4102 27
2534 3009 56
256 3956 37
950 2496 31
2284 3960 73
1048 3123 28
1783 3297 71
3305 3490 34
64 3012 37
1169 1535 83
1524 3777 2
968 2089 70
1051 3557 99
8 3953 98
574 1191 90
805 1864 92
833 3347 71
547 3770 96
750 3972 23
773 3154 30
122 2575 6
626 3637 84
596 1063 96
1046 2014 13
2999 4020 58
1397 2245 21
1400 2516 21
477 1215 91
1541 2605 5
1887 2724 54
1766 1982 89
365 2022 38
1344 4137 42
69 3953 89
1673 3943 43
1433 2130 82
228 2166 39
201 2821 37
2022 2665 36
428 1546 99
383 2320 62
1041 2291 67
757 2399 99
1288 2188 73
2928 3073 58
1048 2357 6
1942 2953 52
523 619 85
829 2157 17
1891 2442 84
2837 2944 44
5 1103 55
1796 3143 56
846 3844 23
778 2867 6
3593 3790 62
2778 3513 88
825 3363 95
548 2516 9
2768 4071 64
913 3777 61
3134 3971 10
596 1935 20
696 1483 36
2435 2883 45
1825 2253 25
2452 3517 50
451 1792 94
1115 1814 52
529 1103 99
85 496 16
2480 4042 43
2737 3043 27
1553 2039 55
1209 2780 88
782 3860 11
383 2560 42
3169 3250 38
1394 2429 56
651 3796 62
1257 3508 52
2999 3264 6
1169 3168 44
2247 2429 99
2017 3620 16
181 3313 81
1461 2220 80
2635 3905 19
1256 2842 99
827 2385 31
1760 2912 13
436 3727 24
2721 3981 77
832 2821 98
97 1419 79
3728 4016 89
250 1783 10
6 1419 58
1921 2827 59
2163 2692 66
1047 2456 58
569 3318 94
160 260 29
2350 3782 93
1024 2906 95
569 1237 17
409 2512 32
778 3287 46
3075 3214 12
2752 3776 53
2233 2320 12
1198 2502 21
957 1500 16
424 1999 76
573 3344 60
1055 1549 87
112 4154 39
864 3958 19
573 2958 98
616 1777 54
2645 3722 18
739 1002 92
1438 3100 27
2123 2573 3
102 2878 37
1820 4073 10
225 3124 32
1400 3211 36
3074 4079 86
85 2159 87
1264 1709 86
1851 3815 85
239 3916 30
1409 4005 13
356 3224 93
208 3260 17
323 3549 95
2291 4129 63
556 3707 4
227 2773 27
148 826 79
250 3207 18
461 2367 79
1113 2081 29
283 548 38
595 1230 4
122 1550 81
486 590 45
2294 3644 11
106 1635 30
2917 3803 27
366 1024 3
1574 2002 77
1506 2903 86
1644 1983 24
475 1014 12
479 2134 76
1763 4067 41
1663 3732 46
2211 3487 69
3418 3714 45
605 3131 31
877 1446 18
801 3511 67
368 941 54
889 3578 34
958 3147 46
562 737 100
1170 2844 67
2531 3903 61
2109 3100 28
592 1046 83
1048 1192 1
119 3095 53
1635 3511 21
2275 4037 3
624 625 18
857 2875 91
335 2909 87
1638 3333 88
1537 3410 66
1419 3387 17
684 1828 29
1806 2734 13
1295 1468 50
1146 2243 6
1824 3562 47
409 2735 23
1841 2245 85
2023 3816 34
1266 3951 62
2129 2737 77
190 983 50
3087 3312 50
432 1062 95
412 1553 22
1551 2128 6
2249 2760 88
1075 4064 62
161 3427 99
1994 2550 13
1371 2263 21
470 3206 21
1783 3418 28
1103 3487 21
1608 3347 96
453 1411 79
3027 3378 12
1616 1945 10
262 1085 16
673 2950 62
2320 3794 67
15 1024 22
3167 4101 43
598 600 87
1994 4011 50
918 1078 33
717 3250 26
598 2783 98
1732 2660 61
581 3962 14
1675 1726 16
1596 2448 41
1419 3613 59
399 2876 10
2730 3937 8
1266 1923 86
1596 3437 54
3875 4121 31
569 1025 13
985 1701 1
402 3505 96
2399 3707 37
716 1263 16
233 2879 15
302 3787 90
1535 3591 81
454 2810 93
402 1705 96
1779 2861 35
1792 2847 100
44 473 54
1512 3947 20
432 909 94
2903 3659 45
1441 3386 82
1103 1783 53
600 1506 51
1060 1605 94
2429 3027 7
3388 3742 91
706 2867 74
105 681 81
1559 3591 25
1606 2328 11
1024 3378 19
1999 3897 67
1237 3603 47
2367 4005 11
2605 3941 1
454 1510 93
2415 2552 98
542 3355 86
1506 3557 4
1233 3601 89
157 556 68
3288 3591 24
3557 4129 9
2819 3271 45
2861 3003 91
1176 2050 55
1666 3596 27
306 2401 52
707 2196 98
299 3086 80
3541 3705 5
1400 3871 56
495 2140 74
779 1472 22
2204 3629 66
731 816 82
1187 1641 43
302 726 53
65 775 39
430 2020 19
85 4083 95
2276 2947 4
1064 3387 12
847 1616 78
93 1387 11
1150 4120 39
823 2741 59
354 4020 63
1032 2811 28
618 1923 98
1417 1920 16
2126 3097 4
1451 3987 9
1490 1927 98
3597 3930 66
332 1886 3
5 1942 18
941 3889 33
426 2903 6
2328 3005 2
3478 3898 33
517 3733 37
239 2998 24
1230 3659 82
2806 3331 62
1486 1635 10
202 1264 99
1674 2049 76
1882 3987 70
1707 2039 29
201 1051 47
2296 2762 79
686 784 43
1380 3211 16
1482 3977 100
218 3214 45
734 2884 31
442 2101 68
1702 3647 10
2116 4134 23
739 3387 37
2016 3728 21
1974 2787 22
2204 3140 53
272 816 53
2233 2906 74
470 737 48
616 3762 99
2128 3586 79
1776 3438 51
1015 2792 78
2570 2630 29
1064 3613 54
1758 2898 13
2251 3483 41
87 2616 18
1170 3214 57
65 3395 79
1030 2398 45
683 685 67
847 1048 22
1366 4138 41
283 2516 94
2516 3728 21
1117 2837 5
1821 3437 29
1900 3995 64
810 3124 67
2250 3714 37
590 2301 56
2247 2867 45
1509 3877 37
2887 2935 41
1636 3965 70
692 3250 51
1091 3613 91
1732 4055 76
1333 1958 58
1295 1436 6
1059 1498 44
24 1306 95
179 3242 12
1923 3315 17
2437 3888 92
507 969 39
1014 1140 63
2560 3288 5
739 3613 79
1361 2943 71
536 589 78
2518 3673 48
73 324 20
514 3560 3
832 1051 8
2513 3499 35
201 2903 31
1537 1652 80
3934 4043 34
999 1841 15
180 1099 12
486 1160 35
196 1579 68
371 1710 20
2334 2434 81
26 3073 96
1669 3670 78
2453 3964 80
2224 2778 19
1777 2856 88
1132 1794 39
3399 3415 73
600 2192 13
616 3603 96
999 3293 99
2168 3659 60
156 3035 80
1527 3675 61
2451 3919 53
1677 1818 42
673 1103 63
338 2301 44
1765 2503 15
2539 2542 72
1544 4142 27
1775 3753 75
178 1988 63
350 436 11
153 827 51
273 875 87
2783 4129 15
1433 2245 37
1498 2856 39
2128 4140 97
1239 2261 95
7 4033 27
936 1185 10
1553 2133 53
518 2780 67
1888 2161 14
2013 3971 59
716 3827 4
739 1064 46
1120 3154 87
2462 2802 5
967 2408 62
2235 3794 32
1531 3120 50
2795 3387 73
763 1606 4
426 3557 24
366 383 6
1503 3955 77
3271 3490 80
816 3290 75
2867 3288 22
1641 1997 69
1718 3624 15
1435 2605 19
1593 2768 88
1128 3310 87
332 1322 15
2897 3126 98
2782 3894 89
3387 3653 47
2403 3507 61
436 1091 12
3407 4003 17
2759 3387 57
2081 2192 24
239 2744 6
656 1585 30
285 3347 83
2203 3340 22
1224 2134 71
2997 3945 21
470 2250 69
101 2062 34
1024 1981 70
39 2119 81
2386 4011 2
598 2821 44
379 2242 12
308 3125 22
2203 3160 62
1211 2281 67
355 2591 1
514 785 28
579 1977 7
1863 2106 4
3312 3625 46
1034 3499 86
2677 3872 60
3205 3503 55
2048 3874 95
1524 3800 93
259 746 60
1192 1535 96
3603 3762 96
2612 3447 20
365 2470 54
970 2199 2
570 3134 97
2233 3378 98
2128 4031 44
1661 2878 66
2 1828 87
2759 3613 99
1464 2714 71
1618 3072 31
157 2290 46
8 70 87
73 2544 60
350 673 40
2196 3126 67
2453 3573 33
1792 2445 66
468 2204 25
2069 2203 39
1031 2013 31
2776 3123 96
661 2063 11
1597 2379 99
237 1033 57
1670 1816 91
406 2339 98
201 3557 49
1278 1607 86
2171 3234 28
1210 1513 80
1266 2211 82
383 407 41
15 383 25
320 3874 27
671 2039 13
3142 3722 25
539 3758 44
2797 3275 31
1048 3378 63
298 1487 66
1008 3904 65
2575 3555 9
496 1665 30
2183 3859 25
444 1031 40
622 3936 43
51 953 31
3134 3352 87
1966 3597 44
2049 3800 68
405 847 3
472 3663 52
7 3798 32
2291 2903 21
2173 2937 41
1436 1512 69
161 2936 52
405 1616 76
454 3777 32
1763 2651 69
839 2965 63
1048 3889 50
1217 3064 64
702 858 97
906 2779 78
2098 2913 8
661 1917 29
2802 4154 29
1419 2386 100
2085 3780 44
2250 3347 98
2419 3290 68
442 3574 9
1192 3168 57
778 3288 63
407 3081 43
407 2321 23
701 3008 16
2818 4126 49
2066 3613 16
455 1760 74
2761 3514 78
1042 1099 34
110 2953 60
2094 3310 33
363 1860 22
2230 3561 16
1209 3897 77
1528 3261 54
1616 2970 35
2753 3714 30
2656 4053 86
2273 3031 39
366 3789 8
2094 3154 81
2365 3334 42
513 593 33
3867 4045 91
3153 3587 71
1059 3550 28
1476 3946 87
2918 3663 78
913 1231 79
841 2105 5
2925 3846 6
137 1233 57
919 1410 8
1706 2309 88
3418 3733 68
117 3743 7
995 1238 40
486 3352 99
286 454 33
2897 3917 45
3143 3167 21
302 2089 24
3456 4091 32
1034 1367 42
405 1394 2
2483 2516 94
799 1185 63
405 1048 20
44 2753 14
1226 1559 58
815 3770 4
585 3778 10
552 2037 90
1965 2592 28
627 3263 57
1806 2173 76
223 3102 96
1811 3647 89
2235 3395 49
2555 3933 15
1198 1412 91
1160 2305 94
2303 3769 15
31 3727 69
172 2130 91
2543 3918 88
2756 3463 56
3384 4130 63
1641 3054 38
1278 1361 4
462 732 15
3074 3951 10
2248 4020 77
796 3915 80
705 3318 10
1561 2374 98
1653 2562 46
801 1951 47
767 2278 52
1266 3297 44
366 3123 86
749 3877 77
1268 1643 88
1035 1176 26
656 3804 53
552 2942 75
350 1002 33
2128 3832 61
1141 2714 58
1381 3809 13
172 1180 41
3135 3937 63
3601 3786 42
59 3924 86
227 3211 73
1505 2154 22
2357 3789 29
1348 1506 39
2559 3330 88
1863 3154 20
6 1783 46
15 3789 27
991 3069 43
2168 2749 90
1453 4109 45
2522 4015 86
2196 3917 14
526 1042 69
466 2760 15
1117 3106 78
3157 3466 38
189 3663 79
1009 3894 26
2883 3502 56
2291 3557 39
1421 2733 61
1250 3733 60
2379 2664 86
2263 2993 83
1064 2386 95
1520 2668 25
778 2429 60
3894 4129 56
1438 3165 32
600 2783 60
976 3887 84
1290 2148 55
1165 3310 34
673 1942 26
3858 4012 51
1091 2366 92
1296 3864 13
366 2357 64
1986 2223 6
1999 2782 12
3965 4083 75
894 1387 42
2413 3148 68
544 4135 8
2125 3273 65
626 2944 3
2516 2693 26
604 2683 84
505 1595 19
2016 3634 23
2350 3875 74
564 2250 83
2138 4047 26
2248 3264 25
240 939 52
296 1280 85
2037 3722 70
1714 2122 57
2036 2593 46
739 2386 20
927 4058 72
2357 3123 7
15 3123 5
3175 3313 95
1153 2449 25
296 2221 82
1600 3931 76
2263 2427 61
2081 2783 71
2776 3591 52
35 719 57
2856 3491 32
916 2555 80
518 2168 63
1056 3864 73
681 2415 15
221 2035 95
309 3050 78
71 3448 66
3610 3684 87
662 3003 22
1856 2210 55
585 1451 51
1563 1720 42
31 153 11
2587 3905 31
294 1077 72
2320 2357 38
708 3861 34
882 3769 64
1714 2849 16
1994 3387 42
1114 1790 13
907 1511 53
490 2863 10
2258 3031 74
3496 3932 69
419 1075 13
2445 3861 81
15 2357 83
2015 2464 2
209 1007 47
195 1951 61
598 1051 54
2126 3955 90
1159 1505 63
191 4140 50
1474 1935 38
705 885 49
352 594 59
636 2368 21
5 3174 62
3358 3373 88
569 3312 92
2172 2328 57
925 2248 40
1007 2578 92
1788 1896 9
106 1923 26
362 1549 4
1655 2269 27
885 3318 90
1383 1761 59
1099 2638 64
191 3330 80
2295 3342 8
2049 3633 29
157 239 79
885 1237 13
1266 2004 63
1828 3552 1
1588 2245 42
2553 3244 40
551 2241 27
1854 2110 93
2187 3250 96
2753 3347 91
583 3476 14
2390 3238 85
236 4120 5
529 3174 6
454 926 65
1994 3613 84
707 2369 39
65 3048 80
1536 4068 21
117 436 88
1620 1665 74
2108 3961 34
1816 2906 47
364 1013 54
395 3119 17
103 2303 93
1185 1356 36
1082 1137 20
2875 2935 69
470 739 82
789 2730 18
42 1661 88
2576 4023 96
425 3715 79
85 3278 10
556 2399 68
1348 2192 1
1556 1925 10
2036 3955 100
816 2871 52
2049 3955 3
2837 2846 78
366 1192 59
157 2410 86
3 1741 39
3467 3846 8
157 808 52
1228 2932 61
905 2106 6
3260 4051 76
2798 2957 56
3143 3502 16
1680 2355 64
420 868 25
1758 2161 84
327 1376 78
1036 2949 98
1815 1845 79
1210 3986 21
3974 3986 5
2372 3260 1
1946 3260 95
1228 2064 5
202 465 16
424 1041 90
1530 4010 49
117 3775 51
1766 3506 97
2783 2903 73
1717 3597 25
1407 3560 86
1230 1348 95
3275 3763 45
1535 1945 99
995 3130 4
94 3125 88
1537 3036 8
2209 2550 78
1692 4015 56
804 1412 77
1447 3587 85
1777 3087 15
2447 3614 44
1559 1945 43
439 3064 46
3048 3989 50
1616 2247 44
1434 2884 31
456 4033 46
1864 2226 75
1900 1959 52
1828 2035 12
703 2469 15
1942 3283 62
2209 4011 15
16 647 44
122 3488 27
1177 3018 42
3664 4055 68
1002 4079 54
2146 2477 84
2043 3449 15
1945 2320 84
2173 2451 79
2320 3896 1
1546 3859 78
2635 3180 94
681 1139 23
1151 2436 42
1757 3673 57
737 1064 84
1498 3087 66
2995 3483 5
1144 4049 46
2977 3347 35
1615 3071 21
706 2429 28
361 3578 66
117 673 17
1551 3586 92
1193 4025 57
573 839 75
596 1873 66
2130 2356 31
1031 1474 68
1994 2977 72
1133 2049 5
1239 2262 12
1668 3954 75
15 1192 78
590 3971 46
1169 3081 65
823 3916 34
1536 2047 64
2926 3574 13
3832 3881 18
1272 2238 27
2398 3707 6
79 2708 34
2193 2884 60
3020 3877 78
518 1999 90
1002 1553 12
3444 4005 98
1555 1619 77
1062 2343 2
1062 1749 4
3337 3913 17
1007 2537 95
1218 2202 41
1607 4003 17
2013 3352 36
2320 3591 16
157 2897 65
600 2821 6
94 302 97
1148 1672 61
2832 3943 72
1945 2560 64
311 407 9
2209 3418 34
1485 1535 79
3333 3597 21
2586 2635 10
577 2892 100
533 1554 90
1940 2069 62
1841 4045 85
157 1883 27
340 3541 86
2373 3937 41
1839 4008 94
1400 3673 90
1440 2790 19
106 2753 36
785 1531 11
2675 3500 74
2052 3323 52
97 350 6
184 3660 73
6 350 85
